"Velocity Mag:0","Velocity Mag:1","Velocity Mag:2","Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Residual_Energy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5617.4,653.41,-0.005234,0.30268,1700.9,197.75,-0.0015181,5.1966e+06,1.4116e+05,1635.8,6.9939,0.026838,2.0429e-06,0.011437,0.000849,-7.8053e-05,34.696,1,0.698,0.6697,0.18727,0
5618.4,653.2,-0.005287,0.30344,1705.5,198.19,-0.001538,5.2102e+06,1.4106e+05,1630.5,7.0065,0.026815,2.2237e-06,0.012504,0.00089646,-5.941e-05,38.13,1,0.69951,0.67119,0.18754,0
5619.4,653.01,-0.0052592,0.30422,1710.1,198.63,-0.0015346,5.2239e+06,1.4096e+05,1625.1,7.0191,0.026794,2.3195e-06,0.013051,0.00090432,-5.4241e-05,39.865,1,0.70103,0.67268,0.1878,0
5620.4,652.82,-0.005233,0.30499,1714.7,199.08,-0.0015316,5.2376e+06,1.4086e+05,1619.8,7.0318,0.026772,2.4235e-06,0.013644,0.00091269,-4.9451e-05,41.74,1,0.70254,0.67417,0.18807,0
5621.3,652.62,-0.0052085,0.30576,1719.4,199.52,-0.0015293,5.2513e+06,1.4076e+05,1614.5,7.0444,0.02675,2.5356e-06,0.014284,0.00092159,-4.504e-05,43.756,1,0.70406,0.67566,0.18833,0
5622.3,652.43,-0.0051857,0.30653,1724,199.97,-0.0015276,5.265e+06,1.4066e+05,1609.2,7.0571,0.026728,2.656e-06,0.01497,0.000931,-4.1009e-05,45.913,1,0.70557,0.67715,0.1886,0
5623.3,652.23,-0.0051646,0.3073,1728.6,200.41,-0.0015265,5.2787e+06,1.4055e+05,1603.9,7.0698,0.026707,2.7845e-06,0.015703,0.00094094,-3.7359e-05,48.211,1,0.70708,0.67864,0.18887,0
5624.3,652.03,-0.0051451,0.30807,1733.3,200.85,-0.0015259,5.2924e+06,1.4045e+05,1598.5,7.0825,0.026684,2.9213e-06,0.016482,0.0009514,-3.4089e-05,50.649,1,0.7086,0.68013,0.18913,0
5625.2,651.83,-0.0051274,0.30884,1737.9,201.29,-0.001526,5.3061e+06,1.4035e+05,1593.2,7.0952,0.026662,3.0663e-06,0.017308,0.00096237,-3.12e-05,53.23,1,0.71011,0.68162,0.1894,0
5626.2,651.64,-0.0051427,0.30962,1742.6,201.74,-0.0015376,5.32e+06,1.4025e+05,1587.9,7.1079,0.026641,3.0908e-06,0.017409,0.00090041,-4.2105e-05,53.487,1,0.71163,0.68311,0.18966,0
5627.2,651.45,-0.0051696,0.31041,1747.3,202.19,-0.0015531,5.3339e+06,1.4015e+05,1582.6,7.1206,0.02662,3.0966e-06,0.017396,0.00081994,-5.6247e-05,53.377,1,0.71314,0.6846,0.18993,0
5628.1,651.26,-0.0052021,0.31119,1751.9,202.64,-0.0015704,5.3478e+06,1.4006e+05,1577.3,7.1334,0.026599,3.1091e-06,0.017421,0.0007351,-7.0991e-05,53.384,1,0.71466,0.68609,0.1902,0
5629.1,651.07,-0.0052403,0.31197,1756.6,203.09,-0.0015896,5.3617e+06,1.3996e+05,1572,7.1462,0.026578,3.1283e-06,0.017483,0.00064589,-8.6336e-05,53.509,1,0.71617,0.68758,0.19046,0
5630.1,650.87,-0.0052841,0.31275,1761.3,203.54,-0.0016105,5.3756e+06,1.3986e+05,1566.7,7.1589,0.026557,3.1542e-06,0.017584,0.0005523,-0.00010228,53.752,1,0.71768,0.68907,0.19073,0
5631,650.67,-0.0053335,0.31353,1766,203.98,-0.0016333,5.3895e+06,1.3976e+05,1561.5,7.1717,0.026536,3.1868e-06,0.017722,0.00045432,-0.00011883,54.113,1,0.7192,0.69056,0.19099,0
5632,650.48,-0.0053886,0.31432,1770.7,204.43,-0.001658,5.4033e+06,1.3966e+05,1556.2,7.1846,0.026515,3.2262e-06,0.017897,0.00035195,-0.00013599,54.592,1,0.72071,0.69206,0.19126,0
5633,650.28,-0.0054485,0.3151,1775.4,204.88,-0.0016851,5.4173e+06,1.3957e+05,1550.9,7.1974,0.026494,3.225e-06,0.017835,0.00024615,-0.00015258,54.343,1,0.72223,0.69355,0.19153,0
5633.9,650.09,-0.0055187,0.3159,1780.2,205.34,-0.0017174,5.4314e+06,1.3947e+05,1545.6,7.2102,0.026474,3.14e-06,0.017285,0.00013743,-0.00016794,52.599,1,0.72374,0.69504,0.19179,0
5634.9,649.9,-0.0056042,0.31669,1784.9,205.8,-0.0017543,5.4455e+06,1.3938e+05,1540.3,7.2231,0.026454,3.0601e-06,0.016764,2.3835e-05,-0.00018442,50.952,1,0.72525,0.69653,0.19206,0
5635.9,649.71,-0.0057051,0.31749,1789.7,206.25,-0.0017958,5.4596e+06,1.3929e+05,1535.1,7.2359,0.026433,2.9851e-06,0.016271,-9.4666e-05,-0.00020203,49.402,1,0.72677,0.69802,0.19232,0
5636.8,649.52,-0.0058214,0.31828,1794.5,206.71,-0.0018419,5.4737e+06,1.3919e+05,1529.8,7.2488,0.026413,2.9151e-06,0.015807,-0.00021807,-0.00022077,47.949,1,0.72828,0.69951,0.19259,0
5637.8,649.33,-0.005953,0.31908,1799.2,207.16,-0.0018927,5.4878e+06,1.391e+05,1524.5,7.2617,0.026393,2.8501e-06,0.015372,-0.00034637,-0.00024065,46.595,1,0.7298,0.701,0.19286,0
5638.8,649.13,-0.0061,0.31987,1804,207.62,-0.0019482,5.502e+06,1.39e+05,1519.3,7.2746,0.026372,2.7901e-06,0.014966,-0.00047961,-0.00026165,45.338,1,0.73131,0.70249,0.19312,0
5639.7,648.93,-0.0062624,0.32067,1808.8,208.07,-0.0020083,5.5161e+06,1.3891e+05,1514,7.2876,0.026352,2.7352e-06,0.01459,-0.00061775,-0.00028379,44.179,1,0.73282,0.70398,0.19339,0
5640.7,648.74,-0.0064794,0.32147,1813.6,208.54,-0.0020858,5.5303e+06,1.3882e+05,1508.8,7.3005,0.026332,2.6209e-06,0.01389,-0.0007018,-0.00030458,42.049,1,0.73434,0.70547,0.19365,0
5641.6,648.56,-0.0067262,0.32228,1818.4,209,-0.0021728,5.5447e+06,1.3873e+05,1503.5,7.3134,0.026313,2.4883e-06,0.013092,-0.00076673,-0.00032416,39.628,1,0.73585,0.70696,0.19392,0
5642.6,648.37,-0.0069891,0.32309,1823.2,209.47,-0.0022647,5.559e+06,1.3864e+05,1498.3,7.3264,0.026294,2.3603e-06,0.012321,-0.00083313,-0.00034321,37.295,1,0.73737,0.70845,0.19419,0
5643.6,648.18,-0.007268,0.3239,1828.1,209.93,-0.0023615,5.5734e+06,1.3855e+05,1493.1,7.3394,0.026275,2.2369e-06,0.011577,-0.00090101,-0.00036173,35.051,1,0.73888,0.70994,0.19445,0
5644.5,647.99,-0.007563,0.3247,1832.9,210.39,-0.0024632,5.5877e+06,1.3846e+05,1487.8,7.3524,0.026255,2.1181e-06,0.01086,-0.00097038,-0.00037972,32.896,1,0.74039,0.71143,0.19472,0
